English,Spanish
bagatelle,"bagatela, pequeñez, nimiedad, nadería, menudencia, fruslería, chuchería, frivolidad, futilidad, minucia, nonada"
bagatelle,bagatela
bagatelle,billar romano
bagel,"panecillo, bagel, baguel"
baggage claim,(área de) recogida de equipaje
baggy,holgado
Baghdad,Bagdad
Baghdadi,bagdadí
bagna cauda,bagna cauda
bagpiper,gaitero
bagpipes,gaita
baguette,"baguete, baguette, barra de pan"
bah,bah
Bahamas,las Bahamas
Bahamian,bahameño
Bahá'í Faith,bahaísmo
Bahrain,Baréin
Bahraini,bareiní
baht,baht
baiji,"baiji, delfín chino de río"
bail,"fianza, caución"
bail,fianza
bail,balde
bail,achicar
bail bond,fianza
bailiff,alguacil [archaic]
bailiwick,bailía
bail out,achicar
bail out,saltar (del avión)
bail out,sacar de un apuro
bail out,abandonar
bailout,"rescate, rescate financiero, auxilio financiero"
bailout,suministro de escapada
bain-marie,"baño maría, baño de María"
Baird's sandpiper,correlimos de Baird
bait,"carnada, cebo"
bait,"anzuelo, carnada"
bait,cebar
Baja California,Península de Baja California
Baja California,Baja California
Baja California Sur,Baja California Sur
Bajocian,Bajociense
Bačka,Bačka
bake,"hornear, enhornar"
baked,"fumado, colocado"
baked beans,baked beans
baked goods,productos horneados
Bakelite,baquelita
baker,panadero
Baker,Panadero
baker's dozen,docena del fraile
bakery,"panadería, tahona, horno"
baking,panpasteleo
baking powder,"polvo de hornear, [Chile] royal"
baking soda,bicarbonato de sodio
baking tray,"bandeja, bandeja del horno"
baklava,baclava
baksheesh,baksheesh
bʼakʼtun,"baktún, baktun"
Baku,Bakú
balaclava,pasamontañas
balalaika,balalaica
balance,equilibrio
balance,balanza
balance,balance
balance,balancear
balance,hacer balance
balance beam,"barra de equilibrio, viga de equilibrio"
balance of trade,balanza comercial
balanitis,balanitis
balanoposthitis,balanopostitis
balboa,balboa
balconing,"balconismo, balconing"
balcony,balcón
balcony,palco
bald,"calvo, pelón [colloquial]"
baldacchin,baldaquino
bald eagle,"águila calva, pigargo cabeciblanco, pigargo americano"
bald-faced,descarado
baldie,pelado
baldness,calvicie
baldrick,tahalí
bald spot,calva
bale,bala
bale,embalar
Balearic,baleárico
Balearic,balear
Balearic Islands,"Islas Baleares, Baleares"
Balearic Sea,mar Balear
baleen,barbas de ballena
balefire,fogata de brujos
baleful,"funesto, torvo"
baler,empacadora
baler,empacador
Bali,Bali
Balinese,balinés
Bali tiger,tigre de Bali
balk,viga
Balkan,balcánico
Balkanization,balcanización
Balkan Peninsula,Península balcánica
Balkans,Balcanes
ball,"bola, esfera"
ball,"pelota, balón, bola"
ball,bola
ball,"bola, bola mala"
ball,tirada
ball,bala
ball,"esfera [3D], círculo [2D]"
ball,"huevo, cojón, pelota"
ball,"agallas, huevos"
ball,pelota
ball,"follar con [Spain], coger con [Mexico], tirarse a [others]"
ball,baile
ballad,balada
ballast,lastre
ballast,"balastro, balasto"
ballast,"balasto, balastra [Spain], balastro [Am.]"
ballast,lastrar
ball bearing,"cojinete, rodamiento"
ball boy,recogepelotas
ballerina,bailarina
ballet,"ballet, baile"
balletomane,balletómano
ball game,juego de pelota
ball girl,recogepelotas
ball hog,chupón
ballista,balista
ballistic,balístico
ballistic missile,misil balístico
ballistics,balística
ball lightning,rayo globular
balloon,"globo, vejiga [El Salvador]"
balloon,"globo, bomba [Colombia, Venezuela], chimbomba [Nicaragua]"
balloon modelling,globoflexia
ballot,"papeleta de voto, balota"
ballot,elecciones
ballot,candidatura
ballot,"votar, balotar"
ballot box,"urna, urna electoral"
ballpark,cancha
ballpark,"vecindad, región"
ballpark,"aproximado, orientativo"
ballpark,estimar
ballpoint pen,"bolígrafo, [Argentina, Paraguay, Uruguay] birome, [Spain, colloquial] boli, [Colombia, Ecuador] esfero, [Colombia, Costa Rica, El Salvador, Guatemala, Nicaragua, Peru, Venezuela] lapicero, [Chile] lápiz pasta, [Eastern Bolivia] mango, [Mexico] pluma, [Colombian Atlantic Coast] plumero, [Bolivian standard usage] puntabola"
ballroom,salón de baile
balls,"huevos, pelotas, cojones, bolas"
balls,"huevos, cojones"
balls-deep,hasta las pelotas
ballsy,"corajudo, cojonudo"
ball up,apelotonar
ballyhoo,"alboroto, jaleo"
ballyhoo,alborotar
Balochi,baluchi
Balochistan,Beluchistán
baloney,mortadela
baloney,"tonterías, inventos, chorrada, chuminada, farfolla"
balsam,bálsamo
balsam,balsamina
Balt,"báltico, báltica"
Balthazar,Baltasar
Baltic,báltico
Baltic,"Báltico, países bálticos"
Baltic Sea,mar Báltico
Balto-Slavic,baltoeslavo
balun,balun
baluster,balaustre
balustrade,balaustrada
Bamako,"Bamako, Bámako"
Bambara,bambara
bamboo,bambú
Bamboo Curtain,Telón de Bambú
bamboozle,engañar
ban,prohibir
ban,prohibición
banal,banal
banality,banalidad
banalize,banalizar
banally,banalmente
banana,"banana [Argentina, Bolivia, Paraguay, Uruguay], banano [Central America, Colombia, Ecuador], cambur [Colombian Llanos, Venezuela], guineo [Colombian Caribbean Coast, Dominican Republic, Eastern Bolivia, Eastern Cuba, Ecuador, El Salvador, Guatemala, Nicaragua, Northern Honduras, Northwestern Venezuela, Panama, Puerto Rico, Southern and Southeastern Mexico], mínimo [Central Honduras], plátano [Spain, Chile, Mexico, Peru], plátano fruta [Cuban standard usage]"
banana,bananero
banana bread,"pan de plátano, pan de banana, pan de guineo"
banana peel,"cáscara de banana, cáscara de plátano"
bananaquit,"platanero, reinita"
banana republic,república bananera
banana split,banana split
Banbury story of a cock and a bull,una historia sin pies ni cabeza (a story without feet or head)
band,"cinta, franja"
band,banda
band,pasmo
band,"banda, grupo"
bandage,"venda, vendaje"
bandage,vendar
band-aid,"[Latin America] curita, [Chile] parche curita, tirita, [Spain] apósito, esparadrapo"
bandana,paliacate
Bandar Seri Begawan,Bandar Seri Begawan
banderilla,banderilla
banderillero,banderillero
bandicoot,"bandicut, peramélido"
bandit,bandido
bandolier,"bandolera, canana"
bandoneon,bandoneón
bandstand,templete
band-tailed antshrike,batará Guayanés
bandurria,bandurria
bandwidth,ancho de banda
bandy,"intercambiar, cambiar"
bandy,arqueado
bane,"desgracia, maldición, ruina, perdición"
bane,"envenenar, intoxicar"
bane,"maldecir, arruinar"
bang,"estallido, estruendo"
bang,"golpe, zumbido, percusión, zarpazo"
bang,"explosión, detonación"
bang,signo de exclamación
bang,pum
Bangalore,Bangalore
bangers and mash,salchichas con puré
Bangkok,Bangkok
Bangladesh,Bangladés
Bangladeshi,bangladesí
bangle,"brazalete, pulsera"
bang out,chapucear
bangs,"flequillo, [Colombia] capul, [Bolivia, Cuba, Ecuador, Peru, Uruguay] cerquillo, [Chile] chasquilla, [Colombian Caribbean Coast] china, [Mexico, El Salvador, Guatemala, Honduras] fleco, [Costa Rica, Nicaragua] pava, [Northwestern Spain] perrera, [Dominican Republic, Puerto Rico, Venezuela] pollina"
Bangui,Bangui
banish,desterrar
banishment,exilio
banister,barandilla
banj,banj
banjo,banjo
Banjul,Banjul
bank,"banca, banco"
bank,"banco, sucursal"
bank,banca
bank,"banco, almacén"
bank,hucha
bank,tener la cuenta en
bank,"ahorrar, depositar, [Spain] ingresar"
bank,"ribera, orilla"
bank,"banco, bajío"
bank,"talud, terraplén"
bank,ladeo
bank,ladearse
bank,ladear
bank,"amontonar, apilar"
bank,hilera
bank,"hilera, teclado"
bank account,cuenta bancaria
bank cheque,cheque bancario
banked slalom,banked slalom
banker,"banquero, banquera"
bank holiday,fiesta nacional
banking,banca
banknote,billete
Bank of China,Banco de China
Bank of England,Banco de Inglaterra
bank robber,"robabancos, ladrón de bancos"
bankroll,"fajo, billetaje"
bank run,"pánico bancario, estampida bancaria"
bankrupt,"quebrado, arruinado"
bankruptcy,"bancarrota, concurso"
bank statement,extracto
banner,"bandera, estandarte"
banner,pancarta
banner,estandarte
banner,banner publicitario
banner,excepcional
banner blindness,"banner blindness, ceguera a banner"
banquet,"comida festiva, banquete, convite"
banshee,"banshee, La Llorona [slang]"
bantamweight,peso gallo
banter,"charla, plática, cháchara"
banter,"charlar, bromear"
banter,divertirse
banter,"torear, burlarse de, tomar el pelo a, chacotear"
Bantu,bantú
banyan,baniano
baobab,baobab
Baotou,Baotou
Baphomet,Baphomet
baptism,"bautismo, bautizo"
baptismal,bautismal
baptismal font,pila bautismal
baptism of fire,bautismo de fuego
baptist,bautista
baptistry,baptisterio
baptize,bautizar
bar,barra
bar,barrera
bar,"tableta (de chocolate), pastilla (de jabón)"
bar,"bar, taberna"
bar,minibar
bar,prohibición
bar,abogacía
bar,barrar
Barabbas,Barrabás
barb,"lengüeta, pincho, púa"
barb,puya
barb,barba
Barbadian,barbadense
Barbados,Barbados
Barbara,Bárbara
barbarian,bárbaro
barbaric,"barbárico, bárbaro"
barbarism,barbarismo
barbarize,barbarizar
Barbary,Berbería
Barbary lion,"león del Atlas, león bárbaro, león de Berbería"
barbecue,"barbacoa, parrilla, asador"
barbecue,"barbacoa, parrillada, asado"
barbecue,"asar, rostizar"
barbecue sauce,salsa barbacoa
barbed wire,"alambre de púas, alambre de espino, [Spain] alambre de espinas"
barbel,barbo
barbell,"barra con pesas, barra, haltera"
barber,barbero
barberry,"agracejo [the European type species], alarguez [archaic, dialectal], michay [Chile, Argentine, the respective species], calafate [Chile, Argentine, the respective species]"
barbershop,peluquería
barbet,perro de agua francés
barbiturate,barbitúrico
Barbuda,Barbuda
barcarole,barcarola
Barcelona,Barcelona
Barcelonian,barcelonés
Barcelonian,"barcelonés, barcelonesa"
bar chart,diagrama de barras
barcode,código de barras
bar-crested antshrike,batará crestibarrado
bard,bardo
bardo,bardo budista
bare,mínimo
bare,desnudo
bare,descubrir
bareass,a culo pelado
bareback,a pelo
barebone,"huesudo, huesuda"
barebutt,"nalgas peladas, [Chile] poto pelado"
barefaced,"descarado, caradura, desvergonzado"
barefoot,"descalzo, chuña [El Salvador, Honduras], a pies pelados"
barefoot doctor,"médico descalzo, médica descalza"
barely,apenas
Barents Sea,mar de Barents
barfly,"parroquiano, borracho, cierrabares [colloquial]"
bargain,"trato, ganga, bicoca"
bargain,"chollo, ganga"
bargain,regatear
barge,"lancha a remolque, barcaza"
Bari,Bari
barista,barista
barite,"barita, baritina"
baritone,barítono
barium,bario
bark,ladrar
bark,ladrido
bark,corteza
bark,descortezar
bark,bricbarca
barker,"cascador, cascarillero"
barking dogs seldom bite,"perro ladrador, poco mordedor, perro que ladra no muerde"
bark up the wrong tree,ir muy descaminado
barley,cebada
bar line,barra de compás
barn,"granero (barn for crops), establo (barn for livestock), galpón"
barn,barn
Béarn,Bearne
barnacle,percebe
barnacle goose,barnacla cariblanca
Barnaul,Barnaúl
bar none,sin excepción
barn owl,"lechuza, lechuza común"
barn swallow,golondrina
bar of chocolate,chocolatina
barometer,barómetro
barometric,barométrico
baron,barón
baroness,baronesa
baronial,baronial
barony,baronía
Baroque,Barroco
Baroque,"barroco, barroca"
Baroque guitar,guitarra barroca
barque,bricbarca
barrack,"cuartel, barraca"
barracuda,barracuda
barrage,"presa, represa"
barrage,bombardeo
barramundi,barramundi
barrator,querulante
barred antshrike,batará barrado
barred warbler,curruca sahariana
barrel,"barril, tonel"
barrel,barril
barrel,cañón
barrel,caño
barrel,embarrilar
barrel bomb,bomba de barril
barrel organ,organito
barrel roll,tonel
barrel roll,vuelta de campana
barren,"estéril, infértil"
barrette,"prendedor de pelo, prendedor, pinche [Chile]"
Barrett's esophagus,esófago de Barrett
barricade,barricada
barrier,barrera
barrier,límite
barrister,legalista
barrow,túmulo
barrow,"carretilla, carrucha [Mexico]"
barse,"róbalo, lubina ; perca (freshwater)"
bar shot,palanqueta
bar-tailed godwit,aguja colipinta
bartender,barman
barter,trueque
barter,trocar
Bartholomew,Bartolomé
Bartonian,Bartoniense
Baruch,Baruc
baryon,barión
baryonic,bariónico
basal,basal
basal ganglion,ganglio basal
basal layer,capa basal
basalt,basalto
bascinet,bacinete
bascule bridge,puente basculante
base,base
base,"base, sede"
base,campaña
base,basar
base,bajo
base,rastrero
baseball,béisbol
baseball cap,"gorra, jockey [Chile]"
baseball field,"campo de béisbol, diamante"
baseball mitt,"guante, manopla"
baseball player,"beisbolista, balonvoleísta, pelotero, pelotera, beisbolero, jugador de béisbol"
based,basado
BASE jumping,salto BASE
Basel,Basilea
baseline,referencia
baseline,línea base
basement,sótano
basement,zócalo
Basenji,Basenji
bashful,tímido
Bashkir,baskir
Bashkortostan,Baskortostán
bash the bishop,"pajearse, pelársela"
bash up,golpear
basic,básico
basically,básicamente
basic income,"renta básica, renta mínima"
basidiomycete,basidiomiceto
basidium,basidio
basil,albahaca
Basil,Basilio
basilar,basilar
basilect,basilecto
basilica,basílica
basilisk,basilisco
basin,"pileta, lavabo, lavamanos, jofaina, palangana"
basin,cuenca
basis,"base, fundamento"
basis,base
basis point,"punto base, punto básico"
basket,"cesta, cesto"
basket,canasta
basketball,"baloncesto, básquetbol"
basketball hoop,aro de baloncesto
basketball player,"baloncestista, basquetbolista [Latin America]"
basket case,caso perdido
basking shark,tiburón peregrino
Basler,basiliense
basophil,basófilo
Basque,"vasco, vascuence, euskera, eusquera"
Basque,"vasco, vasca"
Basque,"vasco, euskera"
Basque Country,"País Vasco, Vasconia"
Basque Country,País Vasco
Basque Shepherd Dog,pastor vasco
bas-relief,bajorrelieve
Bas-Rhin,Bajo Rin
bass,bajo
bass,"róbalo, lubina, [freshwater] perca"
bass clarinet,clarinete bajo
bass drum,bombo
Basseterre,Basseterre
Basse-Terre,Basse-Terre
bass guitar,"guitarra baja, bajo"
bassinet,moisés
bassist,bajista
basso continuo,bajo continuo
bassoon,"bajón, fagot"
bassoonist,"bajón [person], bajonista, fagot [person], fagotista, piporro [person]"
basswood,tilo
basta,basta
bastard,"bastardo, bastarda"
bastard,"desgraciado, hijo de puta, cabrón [Central America], tipejo"
bastard,bastardo
bastard sugar,azúcar sin cristalizar
baste,"hilvanar, embastar"
baster,"cuentagotas, pera, inyector"
bastille,fortaleza
Bastille,Bastilla
bastion,bastión
bat,murciélago
bat,"bate, bat [baseball, softball, Mexico]"
bat,batear
bat an eyelid,inmutarse
batard,batarda
batch,hornada
batch,lote
batch,"lote, procesamiento por lotes"
batch processing,procesamiento por lotes
Batesian mimicry,mimetismo batesiano
bath,bañera
bath,"cuarto de baño, baño"
bath,baño
bath,bañar
bathe,bañarse
bathe,bañar
bathe,lavar
bather,"bañador, bañadora, bañista"
bathhouse,casa de baños
bathometer,batímetro
Bathonian,Bathoniense
bathrobe,"albornoz [Spain], bata de baño [Latin America], salida de baño [Argentina, Uruguay]"
bathroom,"cuarto de baño, baño"
Bathsheba,Betsabé
bath towel,toalla de baño
bathtub,"bañera, [Argentina, Cuba, Paraguay] bañadera, [Latin America] tina"
bathymetric,batimétrico
bathymetry,batimetría
bathyscaphe,"batíscafo, batiscafo"
bathysphere,batisfera
batik,batik
Batman,Batman
baton,"batuta, porra"
baton,batuta
baton,testigo
baton,porra
bat one's eyes,hacer ojitos
batonnet,batonnet
Bats,Bats
battalion,batallón
batten,mejorar
batten,cebarse
batten,"aprovecharse, medrar"
batten,cebar
batten,filete
batten down the hatches,cerrar las escotillas
batter,apalear
batter,"apanar, rebozar, empanar"
batter,batido
batter,botellón
batter,pendiente
batter,bateador
battered,maltrecho
battering ram,ariete
battery,"pila, batería"
battery,"lesiones, golpes"
battery,batería
batting,guata
battle,"batalla, lucha"
battle,"luchar, batallar"
battle,batallar
battle axe,hacha de armas
battle cry,grito de guerra
battlefield,campo de batalla
battlefront,frente de batalla
battlement,almenaje
Battle of Britain,batalla de Inglaterra
battleship,acorazado
bauble,bola de navidad
bauxite,bauxita
Bavaria,Baviera
Bavarian,bávaro
Bavarian,"bávaro, bávara"
bavarois,"crema bávara, crème bavaroise, bavaroise, bavarois"
bawdy,"guarro, sucio, lascivo"
